Cell	Group	Amp	Shape	Rep	Spikes
119	4	1	1	3	0
119	4	1	2	3	0
119	4	1	3	3	1
119	4	1	4	3	1
119	4	2	1	3	0
119	4	2	2	3	1
119	4	2	3	3	1
119	4	2	4	3	1
119	4	3	1	3	1
119	4	3	2	3	1
119	4	3	3	3	1
119	4	3	4	3	1
119	4	1	1	4	0
119	4	1	2	4	0
119	4	1	3	4	1
119	4	1	4	4	1
119	4	2	1	4	0
119	4	2	2	4	1
119	4	2	3	4	1
119	4	2	4	4	1
119	4	3	1	4	1
119	4	3	2	4	1
119	4	3	3	4	1
119	4	3	4	4	1
119	4	1	1	5	0
119	4	1	2	5	0
119	4	1	3	5	1
119	4	1	4	5	1
119	4	2	1	5	0
119	4	2	2	5	1
119	4	2	3	5	1
119	4	2	4	5	1
119	4	3	1	5	1
119	4	3	2	5	1
119	4	3	3	5	1
119	4	3	4	5	1
121	0	1	1	1	0
121	0	1	2	1	0
121	0	1	3	1	0
121	0	1	4	1	0
121	0	2	1	1	0
121	0	2	2	1	0
121	0	2	3	1	1
121	0	2	4	1	0
121	0	3	1	1	0
121	0	3	2	1	0
121	0	3	3	1	2
121	0	3	4	1	1
121	0	1	1	2	0
121	0	1	2	2	0
121	0	1	3	2	0
121	0	1	4	2	0
121	0	2	1	2	0
121	0	2	2	2	0
121	0	2	3	2	0
121	0	2	4	2	0
121	0	3	1	2	0
121	0	3	2	2	1
121	0	3	3	2	1
121	0	3	4	2	0
121	0	1	1	3	0
121	0	1	2	3	0
121	0	1	3	3	0
121	0	1	4	3	0
121	0	2	1	3	0
121	0	2	2	3	0
121	0	2	3	3	0
121	0	2	4	3	0
121	0	3	1	3	0
121	0	3	2	3	0
121	0	3	3	3	1
121	0	3	4	3	1
121	0	1	1	4	0
121	0	1	2	4	0
121	0	1	3	4	0
121	0	1	4	4	0
121	0	2	1	4	0
121	0	2	2	4	0
121	0	2	3	4	0
121	0	2	4	4	1
121	0	3	1	4	0
121	0	3	2	4	1
121	0	3	3	4	1
121	0	3	4	4	1
121	0	1	1	5	0
121	0	1	2	5	0
121	0	1	3	5	0
121	0	1	4	5	0
121	0	2	1	5	0
121	0	2	2	5	0
121	0	2	3	5	1
121	0	2	4	5	0
121	0	3	1	5	0
121	0	3	2	5	0
121	0	3	3	5	1
121	0	3	4	5	1
123	0	1	1	1	0
123	0	1	2	1	0
123	0	1	3	1	0
123	0	1	4	1	0
123	0	2	1	1	0
123	0	2	2	1	1
123	0	2	3	1	1
123	0	2	4	1	0
123	0	3	1	1	1
123	0	3	2	1	1
123	0	3	3	1	1
123	0	3	4	1	1
123	0	1	1	2	0
123	0	1	2	2	0
123	0	1	3	2	0
123	0	1	4	2	0
123	0	2	1	2	0
123	0	2	2	2	1
123	0	2	3	2	1
123	0	2	4	2	1
123	0	3	1	2	1
123	0	3	2	2	1
123	0	3	3	2	1
123	0	3	4	2	1
123	0	1	1	3	0
123	0	1	2	3	0
123	0	1	3	3	0
123	0	1	4	3	0
123	0	2	1	3	0
123	0	2	2	3	1
123	0	2	3	3	1
123	0	2	4	3	0
123	0	3	1	3	1
123	0	3	2	3	1
123	0	3	3	3	1
123	0	3	4	3	1
123	0	1	1	4	0
123	0	1	2	4	0
123	0	1	3	4	0
123	0	1	4	4	0
123	0	2	1	4	0
123	0	2	2	4	1
123	0	2	3	4	0
123	0	2	4	4	0
123	0	3	1	4	1
123	0	3	2	4	1
123	0	3	3	4	1
123	0	3	4	4	1
123	0	1	1	5	0
123	0	1	2	5	0
123	0	1	3	5	0
123	0	1	4	5	0
123	0	2	1	5	0
123	0	2	2	5	0
123	0	2	3	5	0
123	0	2	4	5	0
123	0	3	1	5	1
123	0	3	2	5	1
123	0	3	3	5	1
123	0	3	4	5	1
128	0	1	1	1	0
128	0	1	2	1	0
128	0	1	3	1	0
128	0	1	4	1	0
128	0	2	1	1	0
128	0	2	2	1	0
128	0	2	3	1	0
128	0	2	4	1	0
128	0	3	1	1	1
128	0	3	2	1	1
128	0	3	3	1	0
128	0	3	4	1	0
128	0	1	1	2	0
128	0	1	2	2	0
128	0	1	3	2	0
128	0	1	4	2	0
128	0	2	1	2	0
128	0	2	2	2	0
128	0	2	3	2	0
128	0	2	4	2	0
128	0	3	1	2	0
128	0	3	2	2	1
128	0	3	3	2	1
128	0	3	4	2	0
128	0	1	1	3	0
128	0	1	2	3	0
128	0	1	3	3	0
128	0	1	4	3	0
128	0	2	1	3	0
128	0	2	2	3	0
128	0	2	3	3	0
128	0	2	4	3	0
128	0	3	1	3	0
128	0	3	2	3	1
128	0	3	3	3	1
128	0	3	4	3	0
128	0	1	1	4	0
128	0	1	2	4	0
128	0	1	3	4	0
128	0	1	4	4	0
128	0	2	1	4	0
128	0	2	2	4	0
128	0	2	3	4	0
128	0	2	4	4	0
128	0	3	1	4	1
128	0	3	2	4	1
128	0	3	3	4	1
128	0	3	4	4	0
128	0	1	1	5	0
128	0	1	2	5	0
128	0	1	3	5	0
128	0	1	4	5	0
128	0	2	1	5	0
128	0	2	2	5	0
128	0	2	3	5	0
128	0	2	4	5	0
128	0	3	1	5	1
128	0	3	2	5	1
128	0	3	3	5	0
128	0	3	4	5	0
129	3	1	1	1	0
129	3	1	2	1	0
129	3	1	3	1	1
129	3	1	4	1	1
129	3	2	1	1	1
129	3	2	2	1	1
129	3	2	3	1	1
129	3	2	4	1	1
129	3	3	1	1	1
129	3	3	2	1	1
129	3	3	3	1	1
129	3	3	4	1	1
129	3	1	1	2	0
129	3	1	2	2	0
129	3	1	3	2	1
129	3	1	4	2	1
129	3	2	1	2	1
129	3	2	2	2	1
129	3	2	3	2	1
129	3	2	4	2	1
129	3	3	1	2	1
129	3	3	2	2	1
129	3	3	3	2	1
129	3	3	4	2	1
129	3	1	1	3	0
129	3	1	2	3	0
129	3	1	3	3	1
129	3	1	4	3	1
129	3	2	1	3	1
129	3	2	2	3	1
129	3	2	3	3	1
129	3	2	4	3	1
129	3	3	1	3	1
129	3	3	2	3	1
129	3	3	3	3	1
129	3	3	4	3	1
129	3	1	1	4	0
129	3	1	2	4	0
129	3	1	3	4	0
129	3	1	4	4	0
129	3	2	1	4	1
129	3	2	2	4	1
129	3	2	3	4	1
129	3	2	4	4	1
129	3	3	1	4	1
129	3	3	2	4	1
129	3	3	3	4	1
129	3	3	4	4	1
129	3	1	1	5	0
129	3	1	2	5	0
129	3	1	3	5	1
129	3	1	4	5	0
129	3	2	1	5	1
129	3	2	2	5	1
129	3	2	3	5	1
129	3	2	4	5	1
129	3	3	1	5	1
129	3	3	2	5	1
129	3	3	3	5	2
129	3	3	4	5	3
131	3	1	1	1	0
131	3	1	2	1	0
131	3	1	3	1	0
131	3	1	4	1	0
131	3	2	1	1	0
131	3	2	2	1	1
131	3	2	3	1	0
131	3	2	4	1	0
131	3	3	1	1	1
131	3	3	2	1	1
131	3	3	3	1	1
131	3	3	4	1	1
131	3	1	1	2	0
131	3	1	2	2	0
131	3	1	3	2	0
131	3	1	4	2	0
131	3	2	1	2	0
131	3	2	2	2	1
131	3	2	3	2	0
131	3	2	4	2	0
131	3	3	1	2	1
131	3	3	2	2	1
131	3	3	3	2	1
131	3	3	4	2	1
131	3	1	1	3	0
131	3	1	2	3	0
131	3	1	3	3	0
131	3	1	4	3	0
131	3	2	1	3	0
131	3	2	2	3	1
131	3	2	3	3	0
131	3	2	4	3	0
131	3	3	1	3	1
131	3	3	2	3	1
131	3	3	3	3	1
131	3	3	4	3	1
131	3	1	1	4	0
131	3	1	2	4	0
131	3	1	3	4	0
131	3	1	4	4	0
131	3	2	1	4	1
131	3	2	2	4	1
131	3	2	3	4	0
131	3	2	4	4	0
131	3	3	1	4	1
131	3	3	2	4	1
131	3	3	3	4	1
131	3	3	4	4	1
131	3	1	1	5	0
131	3	1	2	5	0
131	3	1	3	5	0
131	3	1	4	5	0
131	3	2	1	5	0
131	3	2	2	5	1
131	3	2	3	5	0
131	3	2	4	5	0
131	3	3	1	5	1
131	3	3	2	5	1
131	3	3	3	5	1
131	3	3	4	5	1
132	3	1	1	1	0
132	3	1	2	1	0
132	3	1	3	1	0
132	3	1	4	1	0
132	3	2	1	1	0
132	3	2	2	1	0
132	3	2	3	1	0
132	3	2	4	1	0
132	3	3	1	1	1
132	3	3	2	1	1
132	3	3	3	1	1
132	3	3	4	1	0
132	3	1	1	2	0
132	3	1	2	2	0
132	3	1	3	2	0
132	3	1	4	2	0
132	3	2	1	2	0
132	3	2	2	2	0
132	3	2	3	2	1
132	3	2	4	2	0
132	3	3	1	2	1
132	3	3	2	2	1
132	3	3	3	2	1
132	3	3	4	2	0
132	3	1	1	3	0
132	3	1	2	3	0
132	3	1	3	3	0
132	3	1	4	3	0
132	3	2	1	3	0
132	3	2	2	3	0
132	3	2	3	3	0
132	3	2	4	3	0
132	3	3	1	3	1
132	3	3	2	3	1
132	3	3	3	3	1
132	3	3	4	3	0
132	3	1	1	4	0
132	3	1	2	4	0
132	3	1	3	4	0
132	3	1	4	4	0
132	3	2	1	4	0
132	3	2	2	4	1
132	3	2	3	4	0
132	3	2	4	4	0
132	3	3	1	4	1
132	3	3	2	4	1
132	3	3	3	4	1
132	3	3	4	4	0
132	3	1	1	5	0
132	3	1	2	5	0
132	3	1	3	5	0
132	3	1	4	5	0
132	3	2	1	5	0
132	3	2	2	5	0
132	3	2	3	5	0
132	3	2	4	5	0
132	3	3	1	5	1
132	3	3	2	5	1
132	3	3	3	5	1
132	3	3	4	5	0
133	0	1	1	1	0
133	0	1	2	1	0
133	0	1	3	1	0
133	0	1	4	1	0
133	0	2	1	1	0
133	0	2	2	1	1
133	0	2	3	1	3
133	0	2	4	1	3
133	0	3	1	1	1
133	0	3	2	1	2
133	0	3	3	1	4
133	0	3	4	1	3
133	0	1	1	2	0
133	0	1	2	2	0
133	0	1	3	2	0
133	0	1	4	2	0
133	0	2	1	2	0
133	0	2	2	2	1
133	0	2	3	2	3
133	0	2	4	2	2
133	0	3	1	2	1
133	0	3	2	2	2
133	0	3	3	2	3
133	0	3	4	2	3
133	0	1	1	3	0
133	0	1	2	3	0
133	0	1	3	3	1
133	0	1	4	3	0
133	0	2	1	3	1
133	0	2	2	3	1
133	0	2	3	3	2
133	0	2	4	3	2
133	0	3	1	3	1
133	0	3	2	3	2
133	0	3	3	3	1
133	0	3	4	3	4
133	0	1	1	4	0
133	0	1	2	4	0
133	0	1	3	4	0
133	0	1	4	4	0
133	0	2	1	4	1
133	0	2	2	4	1
133	0	2	3	4	1
133	0	2	4	4	2
133	0	3	1	4	1
133	0	3	2	4	2
133	0	3	3	4	3
133	0	3	4	4	1
133	0	1	1	5	0
133	0	1	2	5	0
133	0	1	3	5	0
133	0	1	4	5	0
133	0	2	1	5	0
133	0	2	2	5	1
133	0	2	3	5	1
133	0	2	4	5	1
133	0	3	1	5	1
133	0	3	2	5	2
133	0	3	3	5	3
133	0	3	4	5	2
134	0	1	1	1	0
134	0	1	2	1	0
134	0	1	3	1	0
134	0	1	4	1	0
134	0	2	1	1	0
134	0	2	2	1	0
134	0	2	3	1	1
134	0	2	4	1	0
134	0	3	1	1	1
134	0	3	2	1	1
134	0	3	3	1	1
134	0	3	4	1	2
134	0	1	1	2	0
134	0	1	2	2	0
134	0	1	3	2	0
134	0	1	4	2	0
134	0	2	1	2	0
134	0	2	2	2	0
134	0	2	3	2	0
134	0	2	4	2	0
134	0	3	1	2	0
134	0	3	2	2	1
134	0	3	3	2	2
134	0	3	4	2	1
134	0	1	1	3	0
134	0	1	2	3	0
134	0	1	3	3	0
134	0	1	4	3	0
134	0	2	1	3	0
134	0	2	2	3	0
134	0	2	3	3	0
134	0	2	4	3	0
134	0	3	1	3	0
134	0	3	2	3	1
134	0	3	3	3	2
134	0	3	4	3	1
134	0	1	1	4	0
134	0	1	2	4	0
134	0	1	3	4	0
134	0	1	4	4	0
134	0	2	1	4	0
134	0	2	2	4	0
134	0	2	3	4	0
134	0	2	4	4	0
134	0	3	1	4	0
134	0	3	2	4	1
134	0	3	3	4	3
134	0	3	4	4	1
134	0	1	1	5	0
134	0	1	2	5	0
134	0	1	3	5	0
134	0	1	4	5	0
134	0	2	1	5	0
134	0	2	2	5	0
134	0	2	3	5	0
134	0	2	4	5	0
134	0	3	1	5	0
134	0	3	2	5	1
134	0	3	3	5	2
134	0	3	4	5	1
136	3	1	1	1	0
136	3	1	2	1	0
136	3	1	3	1	0
136	3	1	4	1	0
136	3	2	1	1	0
136	3	2	2	1	1
136	3	2	3	1	0
136	3	2	4	1	0
136	3	3	1	1	1
136	3	3	2	1	2
136	3	3	3	1	1
136	3	3	4	1	1
136	3	1	1	2	0
136	3	1	2	2	0
136	3	1	3	2	0
136	3	1	4	2	0
136	3	2	1	2	0
136	3	2	2	2	1
136	3	2	3	2	1
136	3	2	4	2	0
136	3	3	1	2	1
136	3	3	2	2	1
136	3	3	3	2	1
136	3	3	4	2	1
136	3	1	1	3	0
136	3	1	2	3	0
136	3	1	3	3	0
136	3	1	4	3	0
136	3	2	1	3	0
136	3	2	2	3	1
136	3	2	3	3	1
136	3	2	4	3	0
136	3	3	1	3	1
136	3	3	2	3	1
136	3	3	3	3	1
136	3	3	4	3	1
136	3	1	1	4	0
136	3	1	2	4	0
136	3	1	3	4	0
136	3	1	4	4	0
136	3	2	1	4	0
136	3	2	2	4	0
136	3	2	3	4	1
136	3	2	4	4	0
136	3	3	1	4	1
136	3	3	2	4	1
136	3	3	3	4	1
136	3	3	4	4	1
136	3	1	1	5	0
136	3	1	2	5	0
136	3	1	3	5	0
136	3	1	4	5	0
136	3	2	1	5	0
136	3	2	2	5	1
136	3	2	3	5	1
136	3	2	4	5	1
136	3	3	1	5	1
136	3	3	2	5	1
136	3	3	3	5	1
136	3	3	4	5	1
137	3	1	1	1	0
137	3	1	2	1	0
137	3	1	3	1	0
137	3	1	4	1	0
137	3	2	1	1	0
137	3	2	2	1	0
137	3	2	3	1	0
137	3	2	4	1	0
137	3	3	1	1	1
137	3	3	2	1	1
137	3	3	3	1	1
137	3	3	4	1	1
137	3	1	1	2	0
137	3	1	2	2	0
137	3	1	3	2	0
137	3	1	4	2	0
137	3	2	1	2	0
137	3	2	2	2	0
137	3	2	3	2	0
137	3	2	4	2	0
137	3	3	1	2	1
137	3	3	2	2	1
137	3	3	3	2	1
137	3	3	4	2	0
137	3	1	1	3	0
137	3	1	2	3	0
137	3	1	3	3	0
137	3	1	4	3	0
137	3	2	1	3	0
137	3	2	2	3	0
137	3	2	3	3	0
137	3	2	4	3	0
137	3	3	1	3	1
137	3	3	2	3	1
137	3	3	3	3	1
137	3	3	4	3	0
137	3	1	1	4	0
137	3	1	2	4	0
137	3	1	3	4	0
137	3	1	4	4	0
137	3	2	1	4	0
137	3	2	2	4	1
137	3	2	3	4	0
137	3	2	4	4	0
137	3	3	1	4	1
137	3	3	2	4	1
137	3	3	3	4	1
137	3	3	4	4	0
137	3	1	1	5	0
137	3	1	2	5	0
137	3	1	3	5	0
137	3	1	4	5	0
137	3	2	1	5	0
137	3	2	2	5	1
137	3	2	3	5	0
137	3	2	4	5	0
137	3	3	1	5	1
137	3	3	2	5	1
137	3	3	3	5	1
137	3	3	4	5	0
138	3	1	1	1	0
138	3	1	2	1	0
138	3	1	3	1	0
138	3	1	4	1	0
138	3	2	1	1	0
138	3	2	2	1	0
138	3	2	3	1	0
138	3	2	4	1	0
138	3	3	1	1	0
138	3	3	2	1	0
138	3	3	3	1	1
138	3	3	4	1	0
138	3	1	1	2	0
138	3	1	2	2	0
138	3	1	3	2	0
138	3	1	4	2	0
138	3	2	1	2	0
138	3	2	2	2	0
138	3	2	3	2	0
138	3	2	4	2	0
138	3	3	1	2	1
138	3	3	2	2	1
138	3	3	3	2	1
138	3	3	4	2	0
138	3	1	1	3	0
138	3	1	2	3	0
138	3	1	3	3	0
138	3	1	4	3	2
138	3	2	1	3	0
138	3	2	2	3	0
138	3	2	3	3	0
138	3	2	4	3	0
138	3	3	1	3	1
138	3	3	2	3	1
138	3	3	3	3	0
138	3	3	4	3	0
138	3	1	1	4	0
138	3	1	2	4	0
138	3	1	3	4	1
138	3	1	4	4	0
138	3	2	1	4	0
138	3	2	2	4	0
138	3	2	3	4	0
138	3	2	4	4	0
138	3	3	1	4	1
138	3	3	2	4	1
138	3	3	3	4	0
138	3	3	4	4	0
138	3	1	1	5	0
138	3	1	2	5	0
138	3	1	3	5	0
138	3	1	4	5	0
138	3	2	1	5	0
138	3	2	2	5	0
138	3	2	3	5	0
138	3	2	4	5	0
138	3	3	1	5	0
138	3	3	2	5	0
138	3	3	3	5	0
138	3	3	4	5	0
139	3	1	1	1	0
139	3	1	2	1	0
139	3	1	3	1	0
139	3	1	4	1	0
139	3	2	1	1	0
139	3	2	2	1	0
139	3	2	3	1	1
139	3	2	4	1	0
139	3	3	1	1	1
139	3	3	2	1	1
139	3	3	3	1	1
139	3	3	4	1	1
139	3	1	1	2	0
139	3	1	2	2	0
139	3	1	3	2	0
139	3	1	4	2	0
139	3	2	1	2	0
139	3	2	2	2	1
139	3	2	3	2	1
139	3	2	4	2	0
139	3	3	1	2	1
139	3	3	2	2	1
139	3	3	3	2	1
139	3	3	4	2	1
139	3	1	1	3	0
139	3	1	2	3	0
139	3	1	3	3	0
139	3	1	4	3	0
139	3	2	1	3	0
139	3	2	2	3	0
139	3	2	3	3	1
139	3	2	4	3	0
139	3	3	1	3	1
139	3	3	2	3	1
139	3	3	3	3	1
139	3	3	4	3	1
139	3	1	1	4	0
139	3	1	2	4	0
139	3	1	3	4	0
139	3	1	4	4	0
139	3	2	1	4	0
139	3	2	2	4	0
139	3	2	3	4	1
139	3	2	4	4	0
139	3	3	1	4	1
139	3	3	2	4	1
139	3	3	3	4	1
139	3	3	4	4	1
139	3	1	1	5	0
139	3	1	2	5	0
139	3	1	3	5	0
139	3	1	4	5	0
139	3	2	1	5	0
139	3	2	2	5	1
139	3	2	3	5	0
139	3	2	4	5	0
139	3	3	1	5	1
139	3	3	2	5	1
139	3	3	3	5	1
139	3	3	4	5	1
140	3	1	1	1	0
140	3	1	2	1	0
140	3	1	3	1	0
140	3	1	4	1	0
140	3	2	1	1	0
140	3	2	2	1	0
140	3	2	3	1	0
140	3	2	4	1	2
140	3	3	1	1	1
140	3	3	2	1	1
140	3	3	3	1	1
140	3	3	4	1	6
140	3	1	1	2	0
140	3	1	2	2	0
140	3	1	3	2	0
140	3	1	4	2	0
140	3	2	1	2	0
140	3	2	2	2	0
140	3	2	3	2	0
140	3	2	4	2	1
140	3	3	1	2	0
140	3	3	2	2	1
140	3	3	3	2	2
140	3	3	4	2	4
140	3	1	1	3	0
140	3	1	2	3	0
140	3	1	3	3	0
140	3	1	4	3	0
140	3	2	1	3	0
140	3	2	2	3	0
140	3	2	3	3	2
140	3	2	4	3	2
140	3	3	1	3	1
140	3	3	2	3	1
140	3	3	3	3	2
140	3	3	4	3	3
140	3	1	1	4	0
140	3	1	2	4	0
140	3	1	3	4	0
140	3	1	4	4	0
140	3	2	1	4	0
140	3	2	2	4	0
140	3	2	3	4	1
140	3	2	4	4	1
140	3	3	1	4	1
140	3	3	2	4	1
140	3	3	3	4	2
140	3	3	4	4	2
140	3	1	1	5	0
140	3	1	2	5	0
140	3	1	3	5	0
140	3	1	4	5	0
140	3	2	1	5	0
140	3	2	2	5	0
140	3	2	3	5	1
140	3	2	4	5	2
140	3	3	1	5	1
140	3	3	2	5	2
140	3	3	3	5	3
140	3	3	4	5	4
141	3	1	1	1	0
141	3	1	2	1	0
141	3	1	3	1	0
141	3	1	4	1	0
141	3	2	1	1	0
141	3	2	2	1	0
141	3	2	3	1	2
141	3	2	4	1	3
141	3	3	1	1	0
141	3	3	2	1	1
141	3	3	3	1	6
141	3	3	4	1	7
141	3	1	1	2	0
141	3	1	2	2	0
141	3	1	3	2	0
141	3	1	4	2	0
141	3	2	1	2	0
141	3	2	2	2	0
141	3	2	3	2	2
141	3	2	4	2	3
141	3	3	1	2	1
141	3	3	2	2	1
141	3	3	3	2	6
141	3	3	4	2	5
141	3	1	1	3	0
141	3	1	2	3	0
141	3	1	3	3	0
141	3	1	4	3	1
141	3	2	1	3	0
141	3	2	2	3	0
141	3	2	3	3	0
141	3	2	4	3	2
141	3	3	1	3	1
141	3	3	2	3	2
141	3	3	3	3	3
141	3	3	4	3	5
141	3	1	1	4	0
141	3	1	2	4	0
141	3	1	3	4	0
141	3	1	4	4	0
141	3	2	1	4	0
141	3	2	2	4	0
141	3	2	3	4	1
141	3	2	4	4	7
141	3	3	1	4	1
141	3	3	2	4	2
141	3	3	3	4	6
141	3	3	4	4	8
141	3	1	1	5	0
141	3	1	2	5	0
141	3	1	3	5	0
141	3	1	4	5	0
141	3	2	1	5	0
141	3	2	2	5	0
141	3	2	3	5	1
141	3	2	4	5	1
141	3	3	1	5	1
141	3	3	2	5	2
141	3	3	3	5	4
141	3	3	4	5	6
142	0	1	1	1	0
142	0	1	2	1	0
142	0	1	3	1	1
142	0	1	4	1	1
142	0	2	1	1	1
142	0	2	2	1	1
142	0	2	3	1	1
142	0	2	4	1	2
142	0	3	1	1	1
142	0	3	2	1	1
142	0	3	3	1	3
142	0	3	4	1	2
142	0	1	1	2	0
142	0	1	2	2	0
142	0	1	3	2	2
142	0	1	4	2	2
142	0	2	1	2	1
142	0	2	2	2	1
142	0	2	3	2	2
142	0	2	4	2	3
142	0	3	1	2	1
142	0	3	2	2	2
142	0	3	3	2	2
142	0	3	4	2	2
142	0	1	1	3	0
142	0	1	2	3	0
142	0	1	3	3	0
142	0	1	4	3	1
142	0	2	1	3	1
142	0	2	2	3	1
142	0	2	3	3	2
142	0	2	4	3	1
142	0	3	1	3	1
142	0	3	2	3	1
142	0	3	3	3	1
142	0	3	4	3	2
142	0	1	1	4	0
142	0	1	2	4	0
142	0	1	3	4	1
142	0	1	4	4	1
142	0	2	1	4	1
142	0	2	2	4	1
142	0	2	3	4	1
142	0	2	4	4	1
142	0	3	1	4	1
142	0	3	2	4	1
142	0	3	3	4	1
142	0	3	4	4	1
142	0	1	1	5	0
142	0	1	2	5	0
142	0	1	3	5	0
142	0	1	4	5	0
142	0	2	1	5	1
142	0	2	2	5	1
142	0	2	3	5	2
142	0	2	4	5	2
142	0	3	1	5	1
142	0	3	2	5	1
142	0	3	3	5	1
142	0	3	4	5	1
143	0	1	1	1	0
143	0	1	2	1	0
143	0	1	3	1	0
143	0	1	4	1	0
143	0	2	1	1	0
143	0	2	2	1	1
143	0	2	3	1	1
143	0	2	4	1	0
143	0	3	1	1	1
143	0	3	2	1	1
143	0	3	3	1	1
143	0	3	4	1	1
143	0	1	1	2	0
143	0	1	2	2	0
143	0	1	3	2	0
143	0	1	4	2	0
143	0	2	1	2	0
143	0	2	2	2	0
143	0	2	3	2	0
143	0	2	4	2	0
143	0	3	1	2	1
143	0	3	2	2	1
143	0	3	3	2	1
143	0	3	4	2	1
143	0	1	1	3	0
143	0	1	2	3	0
143	0	1	3	3	0
143	0	1	4	3	0
143	0	2	1	3	0
143	0	2	2	3	1
143	0	2	3	3	1
143	0	2	4	3	0
143	0	3	1	3	1
143	0	3	2	3	1
143	0	3	3	3	1
143	0	3	4	3	1
143	0	1	1	4	0
143	0	1	2	4	0
143	0	1	3	4	0
143	0	1	4	4	0
143	0	2	1	4	0
143	0	2	2	4	1
143	0	2	3	4	1
143	0	2	4	4	0
143	0	3	1	4	1
143	0	3	2	4	1
143	0	3	3	4	1
143	0	3	4	4	1
143	0	1	1	5	0
143	0	1	2	5	0
143	0	1	3	5	0
143	0	1	4	5	0
143	0	2	1	5	0
143	0	2	2	5	1
143	0	2	3	5	1
143	0	2	4	5	0
143	0	3	1	5	1
143	0	3	2	5	1
143	0	3	3	5	1
143	0	3	4	5	1
145	0	1	1	1	0
145	0	1	2	1	0
145	0	1	3	1	0
145	0	1	4	1	0
145	0	2	1	1	0
145	0	2	2	1	0
145	0	2	3	1	2
145	0	2	4	1	5
145	0	3	1	1	1
145	0	3	2	1	1
145	0	3	3	1	4
145	0	3	4	1	5
146	0	1	1	1	0
146	0	1	2	1	0
146	0	1	3	1	0
146	0	1	4	1	0
146	0	2	1	1	0
146	0	2	2	1	0
146	0	2	3	1	0
146	0	2	4	1	0
146	0	3	1	1	1
146	0	3	2	1	1
146	0	3	3	1	1
146	0	3	4	1	0
146	0	1	1	2	0
146	0	1	2	2	0
146	0	1	3	2	0
146	0	1	4	2	0
146	0	2	1	2	0
146	0	2	2	2	0
146	0	2	3	2	0
146	0	2	4	2	0
146	0	3	1	2	0
146	0	3	2	2	0
146	0	3	3	2	0
146	0	3	4	2	0
146	0	1	1	3	0
146	0	1	2	3	0
146	0	1	3	3	0
146	0	1	4	3	0
146	0	2	1	3	0
146	0	2	2	3	0
146	0	2	3	3	0
146	0	2	4	3	0
146	0	3	1	3	0
146	0	3	2	3	0
146	0	3	3	3	1
146	0	3	4	3	0
146	0	1	1	4	0
146	0	1	2	4	0
146	0	1	3	4	0
146	0	1	4	4	0
146	0	2	1	4	0
146	0	2	2	4	0
146	0	2	3	4	0
146	0	2	4	4	0
146	0	3	1	4	0
146	0	3	2	4	1
146	0	3	3	4	1
146	0	3	4	4	0
146	0	1	1	5	0
146	0	1	2	5	0
146	0	1	3	5	0
146	0	1	4	5	0
146	0	2	1	5	0
146	0	2	2	5	0
146	0	2	3	5	0
146	0	2	4	5	0
146	0	3	1	5	0
146	0	3	2	5	1
146	0	3	3	5	0
146	0	3	4	5	0
147	0	1	1	1	0
147	0	1	2	1	0
147	0	1	3	1	1
147	0	1	4	1	2
147	0	2	1	1	1
147	0	2	2	1	1
147	0	2	3	1	4
147	0	2	4	1	3
147	0	3	1	1	1
147	0	3	2	1	2
147	0	3	3	1	5
147	0	3	4	1	6
147	0	1	1	2	0
147	0	1	2	2	0
147	0	1	3	2	1
147	0	1	4	2	1
147	0	2	1	2	0
147	0	2	2	2	1
147	0	2	3	2	3
147	0	2	4	2	1
147	0	3	1	2	1
147	0	3	2	2	2
147	0	3	3	2	3
147	0	3	4	2	5
147	0	1	1	3	0
147	0	1	2	3	0
147	0	1	3	3	2
147	0	1	4	3	1
147	0	2	1	3	1
147	0	2	2	3	1
147	0	2	3	3	4
147	0	2	4	3	4
147	0	3	1	3	1
147	0	3	2	3	2
147	0	3	3	3	6
147	0	3	4	3	12
147	0	1	1	4	0
147	0	1	2	4	0
147	0	1	3	4	2
147	0	1	4	4	1
147	0	2	1	4	1
147	0	2	2	4	1
147	0	2	3	4	2
147	0	2	4	4	5
147	0	3	1	4	1
147	0	3	2	4	2
147	0	3	3	4	8
147	0	3	4	4	15
147	0	1	1	5	0
147	0	1	2	5	0
147	0	1	3	5	1
147	0	1	4	5	2
147	0	2	1	5	1
147	0	2	2	5	1
147	0	2	3	5	3
147	0	2	4	5	2
147	0	3	1	5	1
147	0	3	2	5	2
147	0	3	3	5	8
147	0	3	4	5	8
148	3	1	1	1	0
148	3	1	2	1	0
148	3	1	3	1	0
148	3	1	4	1	0
148	3	2	1	1	0
148	3	2	2	1	1
148	3	2	3	1	2
148	3	2	4	1	2
148	3	3	1	1	0
148	3	3	2	1	2
148	3	3	3	1	2
148	3	3	4	1	2
148	3	1	1	2	0
148	3	1	2	2	0
148	3	1	3	2	0
148	3	1	4	2	0
148	3	2	1	2	0
148	3	2	2	2	1
148	3	2	3	2	0
148	3	2	4	2	0
148	3	3	1	2	1
148	3	3	2	2	1
148	3	3	3	2	1
148	3	3	4	2	1
148	3	1	1	3	0
148	3	1	2	3	0
148	3	1	3	3	0
148	3	1	4	3	0
148	3	2	1	3	0
148	3	2	2	3	0
148	3	2	3	3	1
148	3	2	4	3	0
148	3	3	1	3	0
148	3	3	2	3	1
148	3	3	3	3	2
148	3	3	4	3	1
